democratic_aligned_senate_seats,combo_id,democratic_winners,republican_winners,democratic_wins_among_six,open_simulation_count,calibrated_joint_probability,calibrated_probability_given_senate_total,calibrated_probability_senate_total_given_combo,conventionality_score,conventionality_percentile_given_senate_total,route_surprisal_nats,rarity_percentile_given_senate_total
43,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
43,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,0,0,0,0,0.134735,,,
43,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
43,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
43,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,0,0,0,0,1.416484,,,
43,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,TX ME,IA OH AK MI,2,1,0.00002886,0.00638275,0.00231864,0.60095,94.634,5.054156,98.921
43,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,TX MI,IA OH AK ME,2,0,0,0,0,0.856617,,,
43,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,TX,IA OH AK ME MI,1,1,0.00008171,0.01807092,0.00725936,0.041082,84.977,4.013451,93.987
43,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,OH AK ME MI,IA TX,4,0,0,0,0,0.958918,,,
43,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,OH AK ME,IA TX MI,3,0,0,0,0,0.143383,,,
43,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,OH AK MI,IA TX ME,3,0,0,0,0,0.39905,,,
43,IA-R_TX-R_OH-D_AK-D_ME-R_MI-R,OH AK,IA TX ME MI,2,0,0,0,0,-0.416484,,,
43,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,OH ME MI,IA TX AK,3,0,0,0,0,1.425133,,,
43,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,OH ME,IA TX AK MI,2,3,0.00002841,0.0062825,0.00259047,0.609598,95.267,5.069987,99.554
43,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,OH MI,IA TX AK ME,2,0,0,0,0,0.865265,,,
43,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,OH,IA TX AK ME MI,1,6,0.00012301,0.02720687,0.0084559,0.049731,87.241,3.604286,91.723
43,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,AK ME MI,IA TX OH,3,1,0.00004844,0.01071417,0.00245735,0.909187,99.464,4.536188,95.426
43,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,AK ME,IA TX OH MI,2,1,0.00003832,0.00847512,0.00366328,0.093653,89.825,4.770621,97.378
43,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,AK MI,IA TX OH ME,2,0,0,0,0,0.34932,,,
43,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,AK,IA TX OH ME MI,1,3,0.00019066,0.04216795,0.01725786,-0.466215,3.232,3.166095,80.841
43,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,ME MI,IA TX OH AK,2,0,0,0,0,1.375402,,,
43,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,ME,IA TX OH AK MI,1,16,0.00018384,0.04065924,0.00830337,0.559868,92.282,3.202529,84.983
43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,MI,IA TX OH AK ME,1,5,0.00015134,0.03347229,0.00595881,0.815535,97.255,3.397037,88.689
43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,,IA TX OH AK ME MI,0,148,0.00355985,0.78732978,0.07382078,0,44.707,0.239108,39.366
44,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,IA TX OH AK ME MI,,6,0,0,0,0,0,,,
44,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,IA TX OH AK ME,MI,5,0,0,0,0,-0.815535,,,
44,IA-D_TX-D_OH-D_AK-D_ME-R_MI-D,IA TX OH AK MI,ME,5,0,0,0,0,-0.559868,,,
44,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,IA TX OH AK,ME MI,4,0,0,0,0,-1.375402,,,
44,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,IA TX OH ME MI,AK,5,0,0,0,0,0.466215,,,
44,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,IA TX OH ME,AK MI,4,0,0,0,0,-0.34932,,,
44,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,IA TX OH MI,AK ME,4,0,0,0,0,-0.093653,,,
44,IA-D_TX-D_OH-D_AK-R_ME-R_MI-R,IA TX OH,AK ME MI,3,0,0,0,0,-0.909187,,,
44,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,IA TX AK ME MI,OH,5,0,0,0,0,-0.049731,,,
44,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,IA TX AK ME,OH MI,4,0,0,0,0,-0.865265,,,
44,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,IA TX AK MI,OH ME,4,0,0,0,0,-0.609598,,,
44,IA-D_TX-D_OH-R_AK-D_ME-R_MI-R,IA TX AK,OH ME MI,3,0,0,0,0,-1.425133,,,
44,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,IA TX ME MI,OH AK,4,0,0,0,0,0.416484,,,
44,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,IA TX ME,OH AK MI,3,0,0,0,0,-0.39905,,,
44,IA-D_TX-D_OH-R_AK-R_ME-R_MI-D,IA TX MI,OH AK ME,3,0,0,0,0,-0.143383,,,
44,IA-D_TX-D_OH-R_AK-R_ME-R_MI-R,IA TX,OH AK ME MI,2,0,0,0,0,-0.958918,,,
44,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,IA OH AK ME MI,TX,5,0,0,0,0,-0.041082,,,
44,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,IA OH AK ME,TX MI,4,0,0,0,0,-0.856617,,,
44,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,IA OH AK MI,TX ME,4,0,0,0,0,-0.60095,,,
44,IA-D_TX-R_OH-D_AK-D_ME-R_MI-R,IA OH AK,TX ME MI,3,0,0,0,0,-1.416484,,,
44,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,IA OH ME MI,TX AK,4,0,0,0,0,0.425133,,,
44,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,IA OH ME,TX AK MI,3,0,0,0,0,-0.390402,,,
44,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,IA OH MI,TX AK ME,3,0,0,0,0,-0.134735,,,
44,IA-D_TX-R_OH-D_AK-R_ME-R_MI-R,IA OH,TX AK ME MI,2,0,0,0,0,-0.950269,,,
44,IA-D_TX-R_OH-R_AK-D_ME-D_MI-D,IA AK ME MI,TX OH,4,0,0,0,0,-0.090813,,,
44,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,IA AK ME,TX OH MI,3,0,0,0,0,-0.906347,,,
44,IA-D_TX-R_OH-R_AK-D_ME-R_MI-D,IA AK MI,TX OH ME,3,0,0,0,0,-0.65068,,,
44,IA-D_TX-R_OH-R_AK-D_ME-R_MI-R,IA AK,TX OH ME MI,2,0,0,0,0,-1.466215,,,
44,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,IA ME MI,TX OH AK,3,0,0,0,0,0.375402,,,
44,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,IA ME,TX OH AK MI,2,1,0.00001853,0.00221369,0.00326726,-0.440132,5.353,6.113095,99.709
44,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,IA MI,TX OH AK ME,2,0,0,0,0,-0.184465,,,
44,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,IA,TX OH AK ME MI,1,7,0.00016455,0.01966122,0.03078584,-1,0.983,3.929107,97.842
44,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,TX OH AK ME MI,IA,5,0,0,0,0,1,,,
44,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,TX OH AK ME,IA MI,4,0,0,0,0,0.184465,,,
44,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,TX OH AK MI,IA ME,4,0,0,0,0,0.440132,,,
44,IA-R_TX-D_OH-D_AK-D_ME-R_MI-R,TX OH AK,IA ME MI,3,0,0,0,0,-0.375402,,,
44,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,TX OH ME MI,IA AK,4,0,0,0,0,1.466215,,,
44,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,TX OH ME,IA AK MI,3,0,0,0,0,0.65068,,,
44,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,TX OH MI,IA AK ME,3,0,0,0,0,0.906347,,,
44,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,TX OH,IA AK ME MI,2,0,0,0,0,0.090813,,,
44,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
44,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,0,0,0,0,0.134735,,,
44,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
44,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
44,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,0,0,0,0,1.416484,,,
44,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,TX ME,IA OH AK MI,2,0,0,0,0,0.60095,,,
44,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,TX MI,IA OH AK ME,2,1,0.0000647,0.00773075,0.0069646,0.856617,99.613,4.862549,99.212
44,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,TX,IA OH AK ME MI,1,4,0.00021849,0.02610563,0.01941196,0.041082,83.231,3.645604,95.554
44,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,OH AK ME MI,IA TX,4,0,0,0,0,0.958918,,,
44,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,OH AK ME,IA TX MI,3,0,0,0,0,0.143383,,,
44,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,OH AK MI,IA TX ME,3,0,0,0,0,0.39905,,,
44,IA-R_TX-R_OH-D_AK-D_ME-R_MI-R,OH AK,IA TX ME MI,2,0,0,0,0,-0.416484,,,
44,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,OH ME MI,IA TX AK,3,0,0,0,0,1.425133,,,
44,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,OH ME,IA TX AK MI,2,2,0.00001508,0.00180208,0.00137543,0.609598,92.841,6.318814,99.91
44,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,OH MI,IA TX AK ME,2,0,0,0,0,0.865265,,,
44,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,OH,IA TX AK ME MI,1,16,0.00024422,0.02917994,0.01678738,0.049731,85.996,3.534274,92.79
44,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,AK ME MI,IA TX OH,3,0,0,0,0,0.909187,,,
44,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,AK ME,IA TX OH MI,2,0,0,0,0,0.093653,,,
44,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,AK MI,IA TX OH ME,2,0,0,0,0,0.34932,,,
44,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,AK,IA TX OH ME MI,1,2,0.00027416,0.03275727,0.02481586,-0.466215,3.604,3.41863,89.693
44,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,ME MI,IA TX OH AK,2,0,0,0,0,1.375402,,,
44,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,ME,IA TX OH AK MI,1,35,0.00044328,0.05296445,0.02002151,0.559868,90.103,2.938134,85.407
44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,MI,IA TX OH AK ME,1,14,0.00052692,0.06295773,0.02074631,0.815535,96.079,2.765292,79.611
44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,,IA TX OH AK ME MI,0,268,0.00639944,0.76462725,0.13270555,0,43.695,0.268367,38.231
45,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,IA TX OH AK ME MI,,6,0,0,0,0,0,,,
45,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,IA TX OH AK ME,MI,5,0,0,0,0,-0.815535,,,
45,IA-D_TX-D_OH-D_AK-D_ME-R_MI-D,IA TX OH AK MI,ME,5,0,0,0,0,-0.559868,,,
45,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,IA TX OH AK,ME MI,4,0,0,0,0,-1.375402,,,
45,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,IA TX OH ME MI,AK,5,0,0,0,0,0.466215,,,
45,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,IA TX OH ME,AK MI,4,0,0,0,0,-0.34932,,,
45,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,IA TX OH MI,AK ME,4,0,0,0,0,-0.093653,,,
45,IA-D_TX-D_OH-D_AK-R_ME-R_MI-R,IA TX OH,AK ME MI,3,0,0,0,0,-0.909187,,,
45,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,IA TX AK ME MI,OH,5,0,0,0,0,-0.049731,,,
45,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,IA TX AK ME,OH MI,4,0,0,0,0,-0.865265,,,
45,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,IA TX AK MI,OH ME,4,0,0,0,0,-0.609598,,,
45,IA-D_TX-D_OH-R_AK-D_ME-R_MI-R,IA TX AK,OH ME MI,3,0,0,0,0,-1.425133,,,
45,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,IA TX ME MI,OH AK,4,0,0,0,0,0.416484,,,
45,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,IA TX ME,OH AK MI,3,0,0,0,0,-0.39905,,,
45,IA-D_TX-D_OH-R_AK-R_ME-R_MI-D,IA TX MI,OH AK ME,3,0,0,0,0,-0.143383,,,
45,IA-D_TX-D_OH-R_AK-R_ME-R_MI-R,IA TX,OH AK ME MI,2,1,0.00007033,0.00448724,0.01500537,-0.958918,2.355,5.406517,96.992
45,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,IA OH AK ME MI,TX,5,0,0,0,0,-0.041082,,,
45,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,IA OH AK ME,TX MI,4,0,0,0,0,-0.856617,,,
45,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,IA OH AK MI,TX ME,4,0,0,0,0,-0.60095,,,
45,IA-D_TX-R_OH-D_AK-D_ME-R_MI-R,IA OH AK,TX ME MI,3,0,0,0,0,-1.416484,,,
45,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,IA OH ME MI,TX AK,4,0,0,0,0,0.425133,,,
45,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,IA OH ME,TX AK MI,3,1,0.00000555,0.00035423,0.00112812,-0.390402,9.489,7.945563,99.982
45,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,IA OH MI,TX AK ME,3,0,0,0,0,-0.134735,,,
45,IA-D_TX-R_OH-D_AK-R_ME-R_MI-R,IA OH,TX AK ME MI,2,1,0.00000595,0.00037979,0.00151032,-0.950269,2.599,7.875903,99.946
45,IA-D_TX-R_OH-R_AK-D_ME-D_MI-D,IA AK ME MI,TX OH,4,0,0,0,0,-0.090813,,,
45,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,IA AK ME,TX OH MI,3,0,0,0,0,-0.906347,,,
45,IA-D_TX-R_OH-R_AK-D_ME-R_MI-D,IA AK MI,TX OH ME,3,0,0,0,0,-0.65068,,,
45,IA-D_TX-R_OH-R_AK-D_ME-R_MI-R,IA AK,TX OH ME MI,2,1,0.00007987,0.00509616,0.04719747,-1.466215,0.255,5.279269,96.513
45,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,IA ME MI,TX OH AK,3,1,0.00000923,0.00058892,0.00105761,0.375402,83.481,7.437224,99.897
45,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,IA ME,TX OH AK MI,2,7,0.00005662,0.00361286,0.0099854,-0.440132,8.904,5.623256,98.975
45,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,IA MI,TX OH AK ME,2,1,0.00001345,0.00085843,0.001996,-0.184465,9.55,7.060403,99.825
45,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,IA,TX OH AK ME MI,1,10,0.00025413,0.016215,0.04754505,-1,1.32,4.121818,94.591
45,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,TX OH AK ME MI,IA,5,0,0,0,0,1,,,
45,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,TX OH AK ME,IA MI,4,0,0,0,0,0.184465,,,
45,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,TX OH AK MI,IA ME,4,0,0,0,0,0.440132,,,
45,IA-R_TX-D_OH-D_AK-D_ME-R_MI-R,TX OH AK,IA ME MI,3,0,0,0,0,-0.375402,,,
45,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,TX OH ME MI,IA AK,4,0,0,0,0,1.466215,,,
45,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,TX OH ME,IA AK MI,3,0,0,0,0,0.65068,,,
45,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,TX OH MI,IA AK ME,3,0,0,0,0,0.906347,,,
45,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,TX OH,IA AK ME MI,2,2,0.00005725,0.00365289,0.00713818,0.090813,83.269,5.612236,98.611
45,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
45,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,0,0,0,0,0.134735,,,
45,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
45,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
45,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,0,0,0,0,1.416484,,,
45,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,TX ME,IA OH AK MI,2,2,0.0000517,0.00329874,0.00415373,0.60095,90.806,5.714216,99.32
45,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,TX MI,IA OH AK ME,2,1,0.0000647,0.00412833,0.0069646,0.856617,98.525,5.489883,97.423
45,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,TX,IA OH AK ME MI,1,8,0.00050513,0.0322305,0.0448797,0.041082,77.063,3.434842,92.169
45,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,OH AK ME MI,IA TX,4,0,0,0,0,0.958918,,,
45,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,OH AK ME,IA TX MI,3,0,0,0,0,0.143383,,,
45,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,OH AK MI,IA TX ME,3,0,0,0,0,0.39905,,,
45,IA-R_TX-R_OH-D_AK-D_ME-R_MI-R,OH AK,IA TX ME MI,2,1,0.00006068,0.00387167,0.0123397,-0.416484,9.278,5.554069,98.235
45,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,OH ME MI,IA TX AK,3,0,0,0,0,1.425133,,,
45,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,OH ME,IA TX AK MI,2,6,0.00004652,0.00296842,0.00424264,0.609598,91.119,5.819726,99.633
45,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,OH MI,IA TX AK ME,2,4,0.00006453,0.00411754,0.00406352,0.865265,98.938,5.4925,97.836
45,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,OH,IA TX AK ME MI,1,45,0.00069147,0.04411976,0.04753124,0.049731,80.88,3.120848,88.351
45,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,AK ME MI,IA TX OH,3,0,0,0,0,0.909187,,,
45,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,AK ME,IA TX OH MI,2,0,0,0,0,0.093653,,,
45,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,AK MI,IA TX OH ME,2,0,0,0,0,0.34932,,,
45,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,AK,IA TX OH ME MI,1,13,0.00095689,0.06105516,0.08661472,-0.466215,5.671,2.795978,83.093
45,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,ME MI,IA TX OH AK,2,9,0.00013425,0.00856566,0.00603006,1.375402,99.572,4.759995,95.83
45,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,ME,IA TX OH AK MI,1,86,0.00111751,0.07130385,0.05047459,0.559868,87.076,2.640805,69.423
45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,MI,IA TX OH AK ME,1,38,0.00110512,0.07051299,0.04351195,0.815535,94.793,2.651958,76.514
45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,,IA TX OH AK ME MI,0,370,0.01032167,0.65858187,0.21404086,0,42.522,0.417666,32.929
46,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,IA TX OH AK ME MI,,6,0,0,0,0,0,,,
46,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,IA TX OH AK ME,MI,5,0,0,0,0,-0.815535,,,
46,IA-D_TX-D_OH-D_AK-D_ME-R_MI-D,IA TX OH AK MI,ME,5,0,0,0,0,-0.559868,,,
46,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,IA TX OH AK,ME MI,4,0,0,0,0,-1.375402,,,
46,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,IA TX OH ME MI,AK,5,0,0,0,0,0.466215,,,
46,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,IA TX OH ME,AK MI,4,0,0,0,0,-0.34932,,,
46,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,IA TX OH MI,AK ME,4,0,0,0,0,-0.093653,,,
46,IA-D_TX-D_OH-D_AK-R_ME-R_MI-R,IA TX OH,AK ME MI,3,0,0,0,0,-0.909187,,,
46,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,IA TX AK ME MI,OH,5,0,0,0,0,-0.049731,,,
46,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,IA TX AK ME,OH MI,4,0,0,0,0,-0.865265,,,
46,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,IA TX AK MI,OH ME,4,0,0,0,0,-0.609598,,,
46,IA-D_TX-D_OH-R_AK-D_ME-R_MI-R,IA TX AK,OH ME MI,3,0,0,0,0,-1.425133,,,
46,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,IA TX ME MI,OH AK,4,0,0,0,0,0.416484,,,
46,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,IA TX ME,OH AK MI,3,0,0,0,0,-0.39905,,,
46,IA-D_TX-D_OH-R_AK-R_ME-R_MI-D,IA TX MI,OH AK ME,3,0,0,0,0,-0.143383,,,
46,IA-D_TX-D_OH-R_AK-R_ME-R_MI-R,IA TX,OH AK ME MI,2,1,0.00006015,0.00266675,0.0128343,-0.958918,2.728,5.926893,98.911
46,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,IA OH AK ME MI,TX,5,0,0,0,0,-0.041082,,,
46,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,IA OH AK ME,TX MI,4,1,0.00001578,0.00069951,0.00270892,-0.856617,3.208,7.265131,99.897
46,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,IA OH AK MI,TX ME,4,0,0,0,0,-0.60095,,,
46,IA-D_TX-R_OH-D_AK-D_ME-R_MI-R,IA OH AK,TX ME MI,3,0,0,0,0,-1.416484,,,
46,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,IA OH ME MI,TX AK,4,0,0,0,0,0.425133,,,
46,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,IA OH ME,TX AK MI,3,2,0.00001536,0.00068099,0.00312127,-0.390402,7.975,7.291965,99.966
46,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,IA OH MI,TX AK ME,3,1,0.00001987,0.00088094,0.00301269,-0.134735,8.72,7.034515,99.74
46,IA-D_TX-R_OH-D_AK-R_ME-R_MI-R,IA OH,TX AK ME MI,2,4,0.00007036,0.00311927,0.01785275,-0.950269,3.017,5.770156,98.061
46,IA-D_TX-R_OH-R_AK-D_ME-D_MI-D,IA AK ME MI,TX OH,4,0,0,0,0,-0.090813,,,
46,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,IA AK ME,TX OH MI,3,0,0,0,0,-0.906347,,,
46,IA-D_TX-R_OH-R_AK-D_ME-R_MI-D,IA AK MI,TX OH ME,3,0,0,0,0,-0.65068,,,
46,IA-D_TX-R_OH-R_AK-D_ME-R_MI-R,IA AK,TX OH ME MI,2,0,0,0,0,-1.466215,,,
46,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,IA ME MI,TX OH AK,3,0,0,0,0,0.375402,,,
46,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,IA ME,TX OH AK MI,2,7,0.00007882,0.00349428,0.01389935,-0.440132,7.472,5.656627,97.73
46,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,IA MI,TX OH AK ME,2,5,0.00015045,0.00666987,0.02231998,-0.184465,8.342,5.010155,95.887
46,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,IA,TX OH AK ME MI,1,22,0.00058529,0.02594813,0.10950056,-1,1.297,3.651656,87.846
46,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,TX OH AK ME MI,IA,5,0,0,0,0,1,,,
46,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,TX OH AK ME,IA MI,4,0,0,0,0,0.184465,,,
46,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,TX OH AK MI,IA ME,4,0,0,0,0,0.440132,,,
46,IA-R_TX-D_OH-D_AK-D_ME-R_MI-R,TX OH AK,IA ME MI,3,0,0,0,0,-0.375402,,,
46,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,TX OH ME MI,IA AK,4,0,0,0,0,1.466215,,,
46,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,TX OH ME,IA AK MI,3,2,0.00001755,0.00077794,0.00173387,0.65068,82.766,7.158863,99.823
46,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,TX OH MI,IA AK ME,3,0,0,0,0,0.906347,,,
46,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,TX OH,IA AK ME MI,2,5,0.0001151,0.00510277,0.01435089,0.090813,68.549,5.277972,96.475
46,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
46,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,1,0.00005138,0.0022777,0.00662585,0.134735,69.348,6.084587,99.158
46,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
46,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
46,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,1,0.00002887,0.00128014,0.00106608,1.416484,99.735,6.660787,99.537
