democratic_aligned_senate_seats,combo_id,democratic_winners,republican_winners,democratic_wins_among_six,open_simulation_count,calibrated_joint_probability,calibrated_probability_given_senate_total,calibrated_probability_senate_total_given_combo,conventionality_score,conventionality_percentile_given_senate_total,route_surprisal_nats,rarity_percentile_given_senate_total
37,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,IA TX OH AK ME MI,,6,0,0,0,0,0,,,
37,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,IA TX OH AK ME,MI,5,0,0,0,0,-0.815535,,,
37,IA-D_TX-D_OH-D_AK-D_ME-R_MI-D,IA TX OH AK MI,ME,5,0,0,0,0,-0.559868,,,
37,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,IA TX OH AK,ME MI,4,0,0,0,0,-1.375402,,,
37,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,IA TX OH ME MI,AK,5,0,0,0,0,0.466215,,,
37,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,IA TX OH ME,AK MI,4,0,0,0,0,-0.34932,,,
37,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,IA TX OH MI,AK ME,4,0,0,0,0,-0.093653,,,
37,IA-D_TX-D_OH-D_AK-R_ME-R_MI-R,IA TX OH,AK ME MI,3,0,0,0,0,-0.909187,,,
37,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,IA TX AK ME MI,OH,5,0,0,0,0,-0.049731,,,
37,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,IA TX AK ME,OH MI,4,0,0,0,0,-0.865265,,,
37,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,IA TX AK MI,OH ME,4,0,0,0,0,-0.609598,,,
37,IA-D_TX-D_OH-R_AK-D_ME-R_MI-R,IA TX AK,OH ME MI,3,0,0,0,0,-1.425133,,,
37,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,IA TX ME MI,OH AK,4,0,0,0,0,0.416484,,,
37,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,IA TX ME,OH AK MI,3,0,0,0,0,-0.39905,,,
37,IA-D_TX-D_OH-R_AK-R_ME-R_MI-D,IA TX MI,OH AK ME,3,0,0,0,0,-0.143383,,,
37,IA-D_TX-D_OH-R_AK-R_ME-R_MI-R,IA TX,OH AK ME MI,2,0,0,0,0,-0.958918,,,
37,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,IA OH AK ME MI,TX,5,0,0,0,0,-0.041082,,,
37,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,IA OH AK ME,TX MI,4,0,0,0,0,-0.856617,,,
37,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,IA OH AK MI,TX ME,4,0,0,0,0,-0.60095,,,
37,IA-D_TX-R_OH-D_AK-D_ME-R_MI-R,IA OH AK,TX ME MI,3,0,0,0,0,-1.416484,,,
37,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,IA OH ME MI,TX AK,4,0,0,0,0,0.425133,,,
37,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,IA OH ME,TX AK MI,3,0,0,0,0,-0.390402,,,
37,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,IA OH MI,TX AK ME,3,0,0,0,0,-0.134735,,,
37,IA-D_TX-R_OH-D_AK-R_ME-R_MI-R,IA OH,TX AK ME MI,2,0,0,0,0,-0.950269,,,
37,IA-D_TX-R_OH-R_AK-D_ME-D_MI-D,IA AK ME MI,TX OH,4,0,0,0,0,-0.090813,,,
37,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,IA AK ME,TX OH MI,3,0,0,0,0,-0.906347,,,
37,IA-D_TX-R_OH-R_AK-D_ME-R_MI-D,IA AK MI,TX OH ME,3,0,0,0,0,-0.65068,,,
37,IA-D_TX-R_OH-R_AK-D_ME-R_MI-R,IA AK,TX OH ME MI,2,0,0,0,0,-1.466215,,,
37,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,IA ME MI,TX OH AK,3,0,0,0,0,0.375402,,,
37,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,IA ME,TX OH AK MI,2,0,0,0,0,-0.440132,,,
37,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,IA MI,TX OH AK ME,2,0,0,0,0,-0.184465,,,
37,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,IA,TX OH AK ME MI,1,0,0,0,0,-1,,,
37,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,TX OH AK ME MI,IA,5,0,0,0,0,1,,,
37,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,TX OH AK ME,IA MI,4,0,0,0,0,0.184465,,,
37,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,TX OH AK MI,IA ME,4,0,0,0,0,0.440132,,,
37,IA-R_TX-D_OH-D_AK-D_ME-R_MI-R,TX OH AK,IA ME MI,3,0,0,0,0,-0.375402,,,
37,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,TX OH ME MI,IA AK,4,0,0,0,0,1.466215,,,
37,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,TX OH ME,IA AK MI,3,0,0,0,0,0.65068,,,
37,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,TX OH MI,IA AK ME,3,0,0,0,0,0.906347,,,
37,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,TX OH,IA AK ME MI,2,0,0,0,0,0.090813,,,
37,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
37,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,0,0,0,0,0.134735,,,
37,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
37,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
37,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,0,0,0,0,1.416484,,,
37,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,TX ME,IA OH AK MI,2,0,0,0,0,0.60095,,,
37,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,TX MI,IA OH AK ME,2,0,0,0,0,0.856617,,,
37,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,TX,IA OH AK ME MI,1,0,0,0,0,0.041082,,,
37,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,OH AK ME MI,IA TX,4,0,0,0,0,0.958918,,,
37,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,OH AK ME,IA TX MI,3,0,0,0,0,0.143383,,,
37,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,OH AK MI,IA TX ME,3,0,0,0,0,0.39905,,,
37,IA-R_TX-R_OH-D_AK-D_ME-R_MI-R,OH AK,IA TX ME MI,2,0,0,0,0,-0.416484,,,
37,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,OH ME MI,IA TX AK,3,0,0,0,0,1.425133,,,
37,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,OH ME,IA TX AK MI,2,0,0,0,0,0.609598,,,
37,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,OH MI,IA TX AK ME,2,0,0,0,0,0.865265,,,
37,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,OH,IA TX AK ME MI,1,0,0,0,0,0.049731,,,
37,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,AK ME MI,IA TX OH,3,0,0,0,0,0.909187,,,
37,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,AK ME,IA TX OH MI,2,0,0,0,0,0.093653,,,
37,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,AK MI,IA TX OH ME,2,0,0,0,0,0.34932,,,
37,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,AK,IA TX OH ME MI,1,0,0,0,0,-0.466215,,,
37,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,ME MI,IA TX OH AK,2,0,0,0,0,1.375402,,,
37,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,ME,IA TX OH AK MI,1,0,0,0,0,0.559868,,,
37,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,MI,IA TX OH AK ME,1,0,0,0,0,0.815535,,,
37,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,,IA TX OH AK ME MI,0,1,0.00006094,1,0.00126376,0,50,0,50
38,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,IA TX OH AK ME MI,,6,0,0,0,0,0,,,
38,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,IA TX OH AK ME,MI,5,0,0,0,0,-0.815535,,,
38,IA-D_TX-D_OH-D_AK-D_ME-R_MI-D,IA TX OH AK MI,ME,5,0,0,0,0,-0.559868,,,
38,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,IA TX OH AK,ME MI,4,0,0,0,0,-1.375402,,,
38,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,IA TX OH ME MI,AK,5,0,0,0,0,0.466215,,,
38,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,IA TX OH ME,AK MI,4,0,0,0,0,-0.34932,,,
38,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,IA TX OH MI,AK ME,4,0,0,0,0,-0.093653,,,
38,IA-D_TX-D_OH-D_AK-R_ME-R_MI-R,IA TX OH,AK ME MI,3,0,0,0,0,-0.909187,,,
38,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,IA TX AK ME MI,OH,5,0,0,0,0,-0.049731,,,
38,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,IA TX AK ME,OH MI,4,0,0,0,0,-0.865265,,,
38,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,IA TX AK MI,OH ME,4,0,0,0,0,-0.609598,,,
38,IA-D_TX-D_OH-R_AK-D_ME-R_MI-R,IA TX AK,OH ME MI,3,0,0,0,0,-1.425133,,,
38,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,IA TX ME MI,OH AK,4,0,0,0,0,0.416484,,,
38,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,IA TX ME,OH AK MI,3,0,0,0,0,-0.39905,,,
38,IA-D_TX-D_OH-R_AK-R_ME-R_MI-D,IA TX MI,OH AK ME,3,0,0,0,0,-0.143383,,,
38,IA-D_TX-D_OH-R_AK-R_ME-R_MI-R,IA TX,OH AK ME MI,2,0,0,0,0,-0.958918,,,
38,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,IA OH AK ME MI,TX,5,0,0,0,0,-0.041082,,,
38,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,IA OH AK ME,TX MI,4,0,0,0,0,-0.856617,,,
38,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,IA OH AK MI,TX ME,4,0,0,0,0,-0.60095,,,
38,IA-D_TX-R_OH-D_AK-D_ME-R_MI-R,IA OH AK,TX ME MI,3,0,0,0,0,-1.416484,,,
38,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,IA OH ME MI,TX AK,4,0,0,0,0,0.425133,,,
38,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,IA OH ME,TX AK MI,3,0,0,0,0,-0.390402,,,
38,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,IA OH MI,TX AK ME,3,0,0,0,0,-0.134735,,,
38,IA-D_TX-R_OH-D_AK-R_ME-R_MI-R,IA OH,TX AK ME MI,2,0,0,0,0,-0.950269,,,
38,IA-D_TX-R_OH-R_AK-D_ME-D_MI-D,IA AK ME MI,TX OH,4,0,0,0,0,-0.090813,,,
38,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,IA AK ME,TX OH MI,3,0,0,0,0,-0.906347,,,
38,IA-D_TX-R_OH-R_AK-D_ME-R_MI-D,IA AK MI,TX OH ME,3,0,0,0,0,-0.65068,,,
38,IA-D_TX-R_OH-R_AK-D_ME-R_MI-R,IA AK,TX OH ME MI,2,0,0,0,0,-1.466215,,,
38,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,IA ME MI,TX OH AK,3,0,0,0,0,0.375402,,,
38,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,IA ME,TX OH AK MI,2,0,0,0,0,-0.440132,,,
38,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,IA MI,TX OH AK ME,2,0,0,0,0,-0.184465,,,
38,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,IA,TX OH AK ME MI,1,0,0,0,0,-1,,,
38,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,TX OH AK ME MI,IA,5,0,0,0,0,1,,,
38,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,TX OH AK ME,IA MI,4,0,0,0,0,0.184465,,,
38,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,TX OH AK MI,IA ME,4,0,0,0,0,0.440132,,,
38,IA-R_TX-D_OH-D_AK-D_ME-R_MI-R,TX OH AK,IA ME MI,3,0,0,0,0,-0.375402,,,
38,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,TX OH ME MI,IA AK,4,0,0,0,0,1.466215,,,
38,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,TX OH ME,IA AK MI,3,0,0,0,0,0.65068,,,
38,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,TX OH MI,IA AK ME,3,0,0,0,0,0.906347,,,
38,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,TX OH,IA AK ME MI,2,0,0,0,0,0.090813,,,
38,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
38,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,0,0,0,0,0.134735,,,
38,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
38,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
38,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,0,0,0,0,1.416484,,,
38,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,TX ME,IA OH AK MI,2,0,0,0,0,0.60095,,,
38,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,TX MI,IA OH AK ME,2,0,0,0,0,0.856617,,,
38,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,TX,IA OH AK ME MI,1,0,0,0,0,0.041082,,,
38,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,OH AK ME MI,IA TX,4,0,0,0,0,0.958918,,,
38,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,OH AK ME,IA TX MI,3,0,0,0,0,0.143383,,,
38,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,OH AK MI,IA TX ME,3,0,0,0,0,0.39905,,,
38,IA-R_TX-R_OH-D_AK-D_ME-R_MI-R,OH AK,IA TX ME MI,2,0,0,0,0,-0.416484,,,
38,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,OH ME MI,IA TX AK,3,0,0,0,0,1.425133,,,
38,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,OH ME,IA TX AK MI,2,0,0,0,0,0.609598,,,
38,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,OH MI,IA TX AK ME,2,0,0,0,0,0.865265,,,
38,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,OH,IA TX AK ME MI,1,0,0,0,0,0.049731,,,
38,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,AK ME MI,IA TX OH,3,0,0,0,0,0.909187,,,
38,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,AK ME,IA TX OH MI,2,0,0,0,0,0.093653,,,
38,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,AK MI,IA TX OH ME,2,0,0,0,0,0.34932,,,
38,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,AK,IA TX OH ME MI,1,0,0,0,0,-0.466215,,,
38,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,ME MI,IA TX OH AK,2,0,0,0,0,1.375402,,,
38,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,ME,IA TX OH AK MI,1,0,0,0,0,0.559868,,,
38,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,MI,IA TX OH AK ME,1,0,0,0,0,0.815535,,,
38,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,,IA TX OH AK ME MI,0,2,0.0000665,1,0.00137896,0,50,0,50
39,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,IA TX OH AK ME MI,,6,0,0,0,0,0,,,
39,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,IA TX OH AK ME,MI,5,0,0,0,0,-0.815535,,,
39,IA-D_TX-D_OH-D_AK-D_ME-R_MI-D,IA TX OH AK MI,ME,5,0,0,0,0,-0.559868,,,
39,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,IA TX OH AK,ME MI,4,0,0,0,0,-1.375402,,,
39,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,IA TX OH ME MI,AK,5,0,0,0,0,0.466215,,,
39,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,IA TX OH ME,AK MI,4,0,0,0,0,-0.34932,,,
39,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,IA TX OH MI,AK ME,4,0,0,0,0,-0.093653,,,
39,IA-D_TX-D_OH-D_AK-R_ME-R_MI-R,IA TX OH,AK ME MI,3,0,0,0,0,-0.909187,,,
39,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,IA TX AK ME MI,OH,5,0,0,0,0,-0.049731,,,
39,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,IA TX AK ME,OH MI,4,0,0,0,0,-0.865265,,,
39,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,IA TX AK MI,OH ME,4,0,0,0,0,-0.609598,,,
39,IA-D_TX-D_OH-R_AK-D_ME-R_MI-R,IA TX AK,OH ME MI,3,0,0,0,0,-1.425133,,,
39,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,IA TX ME MI,OH AK,4,0,0,0,0,0.416484,,,
39,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,IA TX ME,OH AK MI,3,0,0,0,0,-0.39905,,,
39,IA-D_TX-D_OH-R_AK-R_ME-R_MI-D,IA TX MI,OH AK ME,3,0,0,0,0,-0.143383,,,
39,IA-D_TX-D_OH-R_AK-R_ME-R_MI-R,IA TX,OH AK ME MI,2,0,0,0,0,-0.958918,,,
39,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,IA OH AK ME MI,TX,5,0,0,0,0,-0.041082,,,
39,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,IA OH AK ME,TX MI,4,0,0,0,0,-0.856617,,,
39,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,IA OH AK MI,TX ME,4,0,0,0,0,-0.60095,,,
39,IA-D_TX-R_OH-D_AK-D_ME-R_MI-R,IA OH AK,TX ME MI,3,0,0,0,0,-1.416484,,,
39,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,IA OH ME MI,TX AK,4,0,0,0,0,0.425133,,,
39,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,IA OH ME,TX AK MI,3,0,0,0,0,-0.390402,,,
39,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,IA OH MI,TX AK ME,3,0,0,0,0,-0.134735,,,
39,IA-D_TX-R_OH-D_AK-R_ME-R_MI-R,IA OH,TX AK ME MI,2,0,0,0,0,-0.950269,,,
39,IA-D_TX-R_OH-R_AK-D_ME-D_MI-D,IA AK ME MI,TX OH,4,0,0,0,0,-0.090813,,,
39,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,IA AK ME,TX OH MI,3,0,0,0,0,-0.906347,,,
39,IA-D_TX-R_OH-R_AK-D_ME-R_MI-D,IA AK MI,TX OH ME,3,0,0,0,0,-0.65068,,,
39,IA-D_TX-R_OH-R_AK-D_ME-R_MI-R,IA AK,TX OH ME MI,2,0,0,0,0,-1.466215,,,
39,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,IA ME MI,TX OH AK,3,0,0,0,0,0.375402,,,
39,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,IA ME,TX OH AK MI,2,0,0,0,0,-0.440132,,,
39,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,IA MI,TX OH AK ME,2,0,0,0,0,-0.184465,,,
39,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,IA,TX OH AK ME MI,1,0,0,0,0,-1,,,
39,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,TX OH AK ME MI,IA,5,0,0,0,0,1,,,
39,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,TX OH AK ME,IA MI,4,0,0,0,0,0.184465,,,
39,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,TX OH AK MI,IA ME,4,0,0,0,0,0.440132,,,
39,IA-R_TX-D_OH-D_AK-D_ME-R_MI-R,TX OH AK,IA ME MI,3,0,0,0,0,-0.375402,,,
39,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,TX OH ME MI,IA AK,4,0,0,0,0,1.466215,,,
39,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,TX OH ME,IA AK MI,3,0,0,0,0,0.65068,,,
39,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,TX OH MI,IA AK ME,3,0,0,0,0,0.906347,,,
39,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,TX OH,IA AK ME MI,2,0,0,0,0,0.090813,,,
39,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
39,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,0,0,0,0,0.134735,,,
39,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
39,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
39,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,0,0,0,0,1.416484,,,
39,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,TX ME,IA OH AK MI,2,0,0,0,0,0.60095,,,
39,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,TX MI,IA OH AK ME,2,0,0,0,0,0.856617,,,
39,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,TX,IA OH AK ME MI,1,0,0,0,0,0.041082,,,
39,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,OH AK ME MI,IA TX,4,0,0,0,0,0.958918,,,
39,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,OH AK ME,IA TX MI,3,0,0,0,0,0.143383,,,
39,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,OH AK MI,IA TX ME,3,0,0,0,0,0.39905,,,
39,IA-R_TX-R_OH-D_AK-D_ME-R_MI-R,OH AK,IA TX ME MI,2,0,0,0,0,-0.416484,,,
39,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,OH ME MI,IA TX AK,3,0,0,0,0,1.425133,,,
39,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,OH ME,IA TX AK MI,2,0,0,0,0,0.609598,,,
39,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,OH MI,IA TX AK ME,2,0,0,0,0,0.865265,,,
39,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,OH,IA TX AK ME MI,1,0,0,0,0,0.049731,,,
39,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,AK ME MI,IA TX OH,3,0,0,0,0,0.909187,,,
39,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,AK ME,IA TX OH MI,2,0,0,0,0,0.093653,,,
39,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,AK MI,IA TX OH ME,2,0,0,0,0,0.34932,,,
39,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,AK,IA TX OH ME MI,1,0,0,0,0,-0.466215,,,
39,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,ME MI,IA TX OH AK,2,0,0,0,0,1.375402,,,
39,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,ME,IA TX OH AK MI,1,0,0,0,0,0.559868,,,
39,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,MI,IA TX OH AK ME,1,0,0,0,0,0.815535,,,
39,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,,IA TX OH AK ME MI,0,3,0.0000548,1,0.00113629,0,50,0,50
40,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,IA TX OH AK ME MI,,6,0,0,0,0,0,,,
40,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,IA TX OH AK ME,MI,5,0,0,0,0,-0.815535,,,
40,IA-D_TX-D_OH-D_AK-D_ME-R_MI-D,IA TX OH AK MI,ME,5,0,0,0,0,-0.559868,,,
40,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,IA TX OH AK,ME MI,4,0,0,0,0,-1.375402,,,
40,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,IA TX OH ME MI,AK,5,0,0,0,0,0.466215,,,
40,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,IA TX OH ME,AK MI,4,0,0,0,0,-0.34932,,,
40,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,IA TX OH MI,AK ME,4,0,0,0,0,-0.093653,,,
40,IA-D_TX-D_OH-D_AK-R_ME-R_MI-R,IA TX OH,AK ME MI,3,0,0,0,0,-0.909187,,,
40,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,IA TX AK ME MI,OH,5,0,0,0,0,-0.049731,,,
40,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,IA TX AK ME,OH MI,4,0,0,0,0,-0.865265,,,
40,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,IA TX AK MI,OH ME,4,0,0,0,0,-0.609598,,,
40,IA-D_TX-D_OH-R_AK-D_ME-R_MI-R,IA TX AK,OH ME MI,3,0,0,0,0,-1.425133,,,
40,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,IA TX ME MI,OH AK,4,0,0,0,0,0.416484,,,
40,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,IA TX ME,OH AK MI,3,0,0,0,0,-0.39905,,,
40,IA-D_TX-D_OH-R_AK-R_ME-R_MI-D,IA TX MI,OH AK ME,3,0,0,0,0,-0.143383,,,
40,IA-D_TX-D_OH-R_AK-R_ME-R_MI-R,IA TX,OH AK ME MI,2,0,0,0,0,-0.958918,,,
40,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,IA OH AK ME MI,TX,5,0,0,0,0,-0.041082,,,
40,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,IA OH AK ME,TX MI,4,0,0,0,0,-0.856617,,,
40,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,IA OH AK MI,TX ME,4,0,0,0,0,-0.60095,,,
40,IA-D_TX-R_OH-D_AK-D_ME-R_MI-R,IA OH AK,TX ME MI,3,0,0,0,0,-1.416484,,,
40,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,IA OH ME MI,TX AK,4,0,0,0,0,0.425133,,,
40,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,IA OH ME,TX AK MI,3,0,0,0,0,-0.390402,,,
